Year,Month,Month-number,Data_Item,Value,Units
1997,January,1,Pork byproduct value,6.392200000000000000000000000000,Cents per pound of retail equivalent
1997,February,2,Pork byproduct value,6.289100000000000000000000000000,Cents per pound of retail equivalent
1997,March,3,Pork byproduct value,5.979800000000000000000000000000,Cents per pound of retail equivalent
1997,April,4,Pork byproduct value,6.082900000000000000000000000000,Cents per pound of retail equivalent
1997,May,5,Pork byproduct value,6.392200000000000000000000000000,Cents per pound of retail equivalent
1997,June,6,Pork byproduct value,6.495300000000000000000000000000,Cents per pound of retail equivalent
1997,July,7,Pork byproduct value,6.907700000000000000000000000000,Cents per pound of retail equivalent
1997,August,8,Pork byproduct value,6.701500000000000000000000000000,Cents per pound of retail equivalent
1997,September,9,Pork byproduct value,6.082900000000000000000000000000,Cents per pound of retail equivalent
1997,October,10,Pork byproduct value,5.876700000000000000000000000000,Cents per pound of retail equivalent
1997,November,11,Pork byproduct value,5.567400000000000000000000000000,Cents per pound of retail equivalent
1997,December,12,Pork byproduct value,5.051900000000000000000000000000,Cents per pound of retail equivalent
1998,January,1,Pork byproduct value,4.227100000000000000000000000000,Cents per pound of retail equivalent
1998,February,2,Pork byproduct value,3.917800000000000000000000000000,Cents per pound of retail equivalent
1998,March,3,Pork byproduct value,4.000000000000000000000000000000,Cents per pound of retail equivalent
1998,April,4,Pork byproduct value,4.100000000000000000000000000000,Cents per pound of retail equivalent
1998,May,5,Pork byproduct value,4.700000000000000000000000000000,Cents per pound of retail equivalent
1998,June,6,Pork byproduct value,4.800000000000000000000000000000,Cents per pound of retail equivalent
1998,July,7,Pork byproduct value,4.200000000000000000000000000000,Cents per pound of retail equivalent
1998,August,8,Pork byproduct value,4.100000000000000000000000000000,Cents per pound of retail equivalent
1998,September,9,Pork byproduct value,3.400000000000000000000000000000,Cents per pound of retail equivalent
1998,October,10,Pork byproduct value,3.200000000000000000000000000000,Cents per pound of retail equivalent
1998,November,11,Pork byproduct value,2.300000000000000000000000000000,Cents per pound of retail equivalent
1998,December,12,Pork byproduct value,1.800000000000000000000000000000,Cents per pound of retail equivalent
1999,January,1,Pork byproduct value,2.700000000000000000000000000000,Cents per pound of retail equivalent
1999,February,2,Pork byproduct value,2.900000000000000000000000000000,Cents per pound of retail equivalent
1999,March,3,Pork byproduct value,2.600000000000000000000000000000,Cents per pound of retail equivalent
1999,April,4,Pork byproduct value,2.900000000000000000000000000000,Cents per pound of retail equivalent
1999,May,5,Pork byproduct value,3.400000000000000000000000000000,Cents per pound of retail equivalent
1999,June,6,Pork byproduct value,3.200000000000000000000000000000,Cents per pound of retail equivalent
1999,July,7,Pork byproduct value,3.000000000000000000000000000000,Cents per pound of retail equivalent
1999,August,8,Pork byproduct value,3.500000000000000000000000000000,Cents per pound of retail equivalent
1999,September,9,Pork byproduct value,3.100000000000000000000000000000,Cents per pound of retail equivalent
1999,October,10,Pork byproduct value,3.800000000000000000000000000000,Cents per pound of retail equivalent
1999,November,11,Pork byproduct value,3.700000000000000000000000000000,Cents per pound of retail equivalent
1999,December,12,Pork byproduct value,3.724441819867140000000000000000,Cents per pound of retail equivalent
2000,January,1,Pork byproduct value,3.632205351093380000000000000000,Cents per pound of retail equivalent
2000,February,2,Pork byproduct value,3.678794121685630000000000000000,Cents per pound of retail equivalent
2000,March,3,Pork byproduct value,3.934139071868930000000000000000,Cents per pound of retail equivalent
2000,April,4,Pork byproduct value,4.326410444235350000000000000000,Cents per pound of retail equivalent
2000,May,5,Pork byproduct value,4.441475730016390000000000000000,Cents per pound of retail equivalent
2000,June,6,Pork byproduct value,4.511765586717210000000000000000,Cents per pound of retail equivalent
2000,July,7,Pork byproduct value,4.387260988669050000000000000000,Cents per pound of retail equivalent
2000,August,8,Pork byproduct value,3.976724375713150000000000000000,Cents per pound of retail equivalent
2000,September,9,Pork byproduct value,4.108239860288290000000000000000,Cents per pound of retail equivalent
2000,October,10,Pork byproduct value,4.242582227297180000000000000000,Cents per pound of retail equivalent
2000,November,11,Pork byproduct value,3.742629083634720000000000000000,Cents per pound of retail equivalent
2000,December,12,Pork byproduct value,3.930319857485340000000000000000,Cents per pound of retail equivalent
2001,January,1,Pork byproduct value,3.628129835810270000000000000000,Cents per pound of retail equivalent
2001,February,2,Pork byproduct value,3.803637324848050000000000000000,Cents per pound of retail equivalent
2001,March,3,Pork byproduct value,4.545734311701280000000000000000,Cents per pound of retail equivalent
2001,April,4,Pork byproduct value,4.921634829532290000000000000000,Cents per pound of retail equivalent
2001,May,5,Pork byproduct value,4.838521353850770000000000000000,Cents per pound of retail equivalent
2001,June,6,Pork byproduct value,5.013667941647740000000000000000,Cents per pound of retail equivalent
2001,July,7,Pork byproduct value,5.332804310258580000000000000000,Cents per pound of retail equivalent
2001,August,8,Pork byproduct value,5.522706124906790000000000000000,Cents per pound of retail equivalent
2001,September,9,Pork byproduct value,5.015309870593070000000000000000,Cents per pound of retail equivalent
2001,October,10,Pork byproduct value,4.096824719845170000000000000000,Cents per pound of retail equivalent
2001,November,11,Pork byproduct value,3.493927724280940000000000000000,Cents per pound of retail equivalent
2001,December,12,Pork byproduct value,3.317915301138020000000000000000,Cents per pound of retail equivalent
2002,January,1,Pork byproduct value,3.567564889494720000000000000000,Cents per pound of retail equivalent
2002,February,2,Pork byproduct value,3.612197769397740000000000000000,Cents per pound of retail equivalent
2002,March,3,Pork byproduct value,3.409391757727160000000000000000,Cents per pound of retail equivalent
2002,April,4,Pork byproduct value,3.057592499391160000000000000000,Cents per pound of retail equivalent
2002,May,5,Pork byproduct value,3.139461343989570000000000000000,Cents per pound of retail equivalent
2002,June,6,Pork byproduct value,3.568431827334620000000000000000,Cents per pound of retail equivalent
2002,July,7,Pork byproduct value,3.974221872203940000000000000000,Cents per pound of retail equivalent
2002,August,8,Pork byproduct value,3.518942073371250000000000000000,Cents per pound of retail equivalent
2002,September,9,Pork byproduct value,2.763882604930930000000000000000,Cents per pound of retail equivalent
2002,October,10,Pork byproduct value,3.196886406850560000000000000000,Cents per pound of retail equivalent
2002,November,11,Pork byproduct value,3.110897034234040000000000000000,Cents per pound of retail equivalent
2002,December,12,Pork byproduct value,3.354915422032740000000000000000,Cents per pound of retail equivalent
2003,January,1,Pork byproduct value,3.460051257294770000000000000000,Cents per pound of retail equivalent
2003,February,2,Pork byproduct value,3.608169806245600000000000000000,Cents per pound of retail equivalent
2003,March,3,Pork byproduct value,3.640087185024090000000000000000,Cents per pound of retail equivalent
2003,April,4,Pork byproduct value,3.606650736365750000000000000000,Cents per pound of retail equivalent
2003,May,5,Pork byproduct value,4.198692535176860000000000000000,Cents per pound of retail equivalent
2003,June,6,Pork byproduct value,4.542414957451260000000000000000,Cents per pound of retail equivalent
2003,July,7,Pork byproduct value,4.601037968043160000000000000000,Cents per pound of retail equivalent
2003,August,8,Pork byproduct value,4.377419362521640000000000000000,Cents per pound of retail equivalent
2003,September,9,Pork byproduct value,4.596106052795360000000000000000,Cents per pound of retail equivalent
2003,October,10,Pork byproduct value,4.913037919146490000000000000000,Cents per pound of retail equivalent
2003,November,11,Pork byproduct value,4.698279266266000000000000000000,Cents per pound of retail equivalent
2003,December,12,Pork byproduct value,4.544862359346320000000000000000,Cents per pound of retail equivalent
2004,January,1,Pork byproduct value,4.599083202800830000000000000000,Cents per pound of retail equivalent
2004,February,2,Pork byproduct value,5.103837599059390000000000000000,Cents per pound of retail equivalent
2004,March,3,Pork byproduct value,5.365991094686480000000000000000,Cents per pound of retail equivalent
2004,April,4,Pork byproduct value,5.337549987127160000000000000000,Cents per pound of retail equivalent
2004,May,5,Pork byproduct value,6.002101651145890000000000000000,Cents per pound of retail equivalent
2004,June,6,Pork byproduct value,6.120159653607150000000000000000,Cents per pound of retail equivalent
2004,July,7,Pork byproduct value,6.684824528756490000000000000000,Cents per pound of retail equivalent
2004,August,8,Pork byproduct value,6.763835829431330000000000000000,Cents per pound of retail equivalent
2004,September,9,Pork byproduct value,6.938596270978290000000000000000,Cents per pound of retail equivalent
2004,October,10,Pork byproduct value,6.699257778164000000000000000000,Cents per pound of retail equivalent
2004,November,11,Pork byproduct value,6.964954011784090000000000000000,Cents per pound of retail equivalent
2004,December,12,Pork byproduct value,6.307311796687030000000000000000,Cents per pound of retail equivalent
2005,January,1,Pork byproduct value,5.752216203919460000000000000000,Cents per pound of retail equivalent
2005,February,2,Pork byproduct value,5.440360248813970000000000000000,Cents per pound of retail equivalent
2005,March,3,Pork byproduct value,5.316290167835670000000000000000,Cents per pound of retail equivalent
2005,April,4,Pork byproduct value,5.626441317269580000000000000000,Cents per pound of retail equivalent
2005,May,5,Pork byproduct value,6.221288050399990000000000000000,Cents per pound of retail equivalent
2005,June,6,Pork byproduct value,5.847946500861800000000000000000,Cents per pound of retail equivalent
2005,July,7,Pork byproduct value,5.485896105750040000000000000000,Cents per pound of retail equivalent
