"Producer Price Index item","Month of forecast","Year of forecast","Year being forecast","Attribute","Forecast percent change"
"Farm-level soybeans",3,"2003","2003","Mid point of prediction interval",10.7
"Farm-level soybeans",3,"2003","2003","Upper bound of prediction interval",32.5
"Farm-level soybeans",4,"2003","2003","Lower bound of prediction interval",-3.6
"Farm-level soybeans",4,"2003","2003","Mid point of prediction interval",10.8
"Farm-level soybeans",4,"2003","2003","Upper bound of prediction interval",29.3
"Farm-level soybeans",5,"2003","2003","Lower bound of prediction interval",4.3
"Farm-level soybeans",5,"2003","2003","Mid point of prediction interval",17.6
"Farm-level soybeans",5,"2003","2003","Upper bound of prediction interval",34.4
"Farm-level soybeans",6,"2003","2003","Lower bound of prediction interval",9.1
"Farm-level soybeans",6,"2003","2003","Mid point of prediction interval",20.7
"Farm-level soybeans",6,"2003","2003","Upper bound of prediction interval",35.1
"Farm-level soybeans",7,"2003","2003","Lower bound of prediction interval",10.2
"Farm-level soybeans",7,"2003","2003","Mid point of prediction interval",19.7
"Farm-level soybeans",7,"2003","2003","Upper bound of prediction interval",30.9
"Farm-level soybeans",8,"2003","2003","Lower bound of prediction interval",9.3
"Farm-level soybeans",8,"2003","2003","Mid point of prediction interval",16.3
"Farm-level soybeans",8,"2003","2003","Upper bound of prediction interval",24.5
"Farm-level soybeans",9,"2003","2003","Lower bound of prediction interval",8.7
"Farm-level soybeans",9,"2003","2003","Mid point of prediction interval",13.7
"Farm-level soybeans",9,"2003","2003","Upper bound of prediction interval",19.5
"Farm-level soybeans",10,"2003","2003","Lower bound of prediction interval",13
"Farm-level soybeans",10,"2003","2003","Mid point of prediction interval",16.8
"Farm-level soybeans",10,"2003","2003","Upper bound of prediction interval",21.1
"Farm-level soybeans",11,"2003","2003","Lower bound of prediction interval",19.8
"Farm-level soybeans",11,"2003","2003","Mid point of prediction interval",22.6
"Farm-level soybeans",11,"2003","2003","Upper bound of prediction interval",25.6
"Farm-level soybeans",12,"2003","2003","Lower bound of prediction interval",22.4
"Farm-level soybeans",12,"2003","2003","Mid point of prediction interval",23.8
"Farm-level soybeans",12,"2003","2003","Upper bound of prediction interval",25.2
"Wholesale fats and oils",7,"2002","2003","Lower bound of prediction interval",-13.1
"Wholesale fats and oils",7,"2002","2003","Mid point of prediction interval",2.7
"Wholesale fats and oils",7,"2002","2003","Upper bound of prediction interval",21.6
"Wholesale fats and oils",8,"2002","2003","Lower bound of prediction interval",-11.6
"Wholesale fats and oils",8,"2002","2003","Mid point of prediction interval",4.1
"Wholesale fats and oils",8,"2002","2003","Upper bound of prediction interval",22.5
"Wholesale fats and oils",9,"2002","2003","Lower bound of prediction interval",-8.1
"Wholesale fats and oils",9,"2002","2003","Mid point of prediction interval",7.4
"Wholesale fats and oils",9,"2002","2003","Upper bound of prediction interval",25.4
"Wholesale fats and oils",10,"2002","2003","Lower bound of prediction interval",-8.4
"Wholesale fats and oils",10,"2002","2003","Mid point of prediction interval",6
"Wholesale fats and oils",10,"2002","2003","Upper bound of prediction interval",23
"Wholesale fats and oils",11,"2002","2003","Lower bound of prediction interval",-4.2
"Wholesale fats and oils",11,"2002","2003","Mid point of prediction interval",9.6
"Wholesale fats and oils",11,"2002","2003","Upper bound of prediction interval",25.6
"Wholesale fats and oils",12,"2002","2003","Lower bound of prediction interval",2.5
"Wholesale fats and oils",12,"2002","2003","Mid point of prediction interval",15.8
"Wholesale fats and oils",12,"2002","2003","Upper bound of prediction interval",31.4
"Wholesale fats and oils",1,"2003","2003","Lower bound of prediction interval",8.5
"Wholesale fats and oils",1,"2003","2003","Mid point of prediction interval",21.8
"Wholesale fats and oils",1,"2003","2003","Upper bound of prediction interval",37.1
"Wholesale fats and oils",2,"2003","2003","Lower bound of prediction interval",12.5
"Wholesale fats and oils",2,"2003","2003","Mid point of prediction interval",26.3
"Wholesale fats and oils",2,"2003","2003","Upper bound of prediction interval",42.3
"Wholesale fats and oils",3,"2003","2003","Lower bound of prediction interval",12.9
"Wholesale fats and oils",3,"2003","2003","Mid point of prediction interval",24.8
"Wholesale fats and oils",3,"2003","2003","Upper bound of prediction interval",38
"Wholesale fats and oils",4,"2003","2003","Lower bound of prediction interval",10.8
"Wholesale fats and oils",4,"2003","2003","Mid point of prediction interval",20.4
"Wholesale fats and oils",4,"2003","2003","Upper bound of prediction interval",31.6
"Wholesale fats and oils",5,"2003","2003","Lower bound of prediction interval",16.1
"Wholesale fats and oils",5,"2003","2003","Mid point of prediction interval",23.7
"Wholesale fats and oils",5,"2003","2003","Upper bound of prediction interval",32.1
"Wholesale fats and oils",6,"2003","2003","Lower bound of prediction interval",17.7
"Wholesale fats and oils",6,"2003","2003","Mid point of prediction interval",25
"Wholesale fats and oils",6,"2003","2003","Upper bound of prediction interval",33.1
"Wholesale fats and oils",7,"2003","2003","Lower bound of prediction interval",23.4
"Wholesale fats and oils",7,"2003","2003","Mid point of prediction interval",29.8
"Wholesale fats and oils",7,"2003","2003","Upper bound of prediction interval",36.8
"Wholesale fats and oils",8,"2003","2003","Lower bound of prediction interval",22.9
"Wholesale fats and oils",8,"2003","2003","Mid point of prediction interval",27.2
"Wholesale fats and oils",8,"2003","2003","Upper bound of prediction interval",31.7
"Wholesale fats and oils",9,"2003","2003","Lower bound of prediction interval",24
"Wholesale fats and oils",9,"2003","2003","Mid point of prediction interval",27.2
"Wholesale fats and oils",9,"2003","2003","Upper bound of prediction interval",30.6
"Wholesale fats and oils",10,"2003","2003","Lower bound of prediction interval",25.4
"Wholesale fats and oils",10,"2003","2003","Mid point of prediction interval",27.6
"Wholesale fats and oils",10,"2003","2003","Upper bound of prediction interval",30
"Wholesale fats and oils",11,"2003","2003","Lower bound of prediction interval",28.5
"Wholesale fats and oils",11,"2003","2003","Mid point of prediction interval",30
"Wholesale fats and oils",11,"2003","2003","Upper bound of prediction interval",31.5
"Wholesale fats and oils",12,"2003","2003","Lower bound of prediction interval",30.2
"Wholesale fats and oils",12,"2003","2003","Mid point of prediction interval",30.9
"Wholesale fats and oils",12,"2003","2003","Upper bound of prediction interval",31.7
"Farm-level fruits",7,"2002","2003","Lower bound of prediction interval",-32.3
"Farm-level fruits",7,"2002","2003","Mid point of prediction interval",-3.8
"Farm-level fruits",7,"2002","2003","Upper bound of prediction interval",37.7
"Farm-level fruits",8,"2002","2003","Lower bound of prediction interval",-29.8
"Farm-level fruits",8,"2002","2003","Mid point of prediction interval",-2.1
"Farm-level fruits",8,"2002","2003","Upper bound of prediction interval",37.6
"Farm-level fruits",9,"2002","2003","Lower bound of prediction interval",-28.5
"Farm-level fruits",9,"2002","2003","Mid point of prediction interval",-1.6
"Farm-level fruits",9,"2002","2003","Upper bound of prediction interval",35.6
"Farm-level fruits",10,"2002","2003","Lower bound of prediction interval",-25.9
"Farm-level fruits",10,"2002","2003","Mid point of prediction interval",-0.2
"Farm-level fruits",10,"2002","2003","Upper bound of prediction interval",34.5
"Farm-level fruits",11,"2002","2003","Lower bound of prediction interval",-23.1
"Farm-level fruits",11,"2002","2003","Mid point of prediction interval",1.6
"Farm-level fruits",11,"2002","2003","Upper bound of prediction interval",34.9
"Farm-level fruits",12,"2002","2003","Lower bound of prediction interval",-26.2
"Farm-level fruits",12,"2002","2003","Mid point of prediction interval",-4.7
"Farm-level fruits",12,"2002","2003","Upper bound of prediction interval",22.8
"Farm-level fruits",1,"2003","2003","Lower bound of prediction interval",-31.4
"Farm-level fruits",1,"2003","2003","Mid point of prediction interval",-12.5
"Farm-level fruits",1,"2003","2003","Upper bound of prediction interval",13.2
"Farm-level fruits",2,"2003","2003","Lower bound of prediction interval",-30.6
"Farm-level fruits",2,"2003","2003","Mid point of prediction interval",-13.9
"Farm-level fruits",2,"2003","2003","Upper bound of prediction interval",8.2
"Farm-level fruits",3,"2003","2003","Lower bound of prediction interval",-27.5
"Farm-level fruits",3,"2003","2003","Mid point of prediction interval",-12.6
"Farm-level fruits",3,"2003","2003","Upper bound of prediction interval",6.9
"Farm-level fruits",4,"2003","2003","Lower bound of prediction interval",-29.4
"Farm-level fruits",4,"2003","2003","Mid point of prediction interval",-17
"Farm-level fruits",4,"2003","2003","Upper bound of prediction interval",-1.3
"Farm-level fruits",5,"2003","2003","Lower bound of prediction interval",-27.4
"Farm-level fruits",5,"2003","2003","Mid point of prediction interval",-16.7
"Farm-level fruits",5,"2003","2003","Upper bound of prediction interval",-3.2
"Farm-level fruits",6,"2003","2003","Lower bound of prediction interval",-19.7
"Farm-level fruits",6,"2003","2003","Mid point of prediction interval",-9.6
"Farm-level fruits",6,"2003","2003","Upper bound of prediction interval",2.8
"Farm-level fruits",7,"2003","2003","Lower bound of prediction interval",-20.1
"Farm-level fruits",7,"2003","2003","Mid point of prediction interval",-12.2
"Farm-level fruits",7,"2003","2003","Upper bound of prediction interval",-2.6
"Farm-level fruits",8,"2003","2003","Lower bound of prediction interval",-18.9
"Farm-level fruits",8,"2003","2003","Mid point of prediction interval",-12.7
"Farm-level fruits",8,"2003","2003","Upper bound of prediction interval",-5.3
"Farm-level fruits",9,"2003","2003","Lower bound of prediction interval",-15.8
"Farm-level fruits",9,"2003","2003","Mid point of prediction interval",-10.9
"Farm-level fruits",9,"2003","2003","Upper bound of prediction interval",-5
"Farm-level fruits",10,"2003","2003","Lower bound of prediction interval",-14.5
"Farm-level fruits",10,"2003","2003","Mid point of prediction interval",-10.9
"Farm-level fruits",10,"2003","2003","Upper bound of prediction interval",-6.7
"Farm-level fruits",11,"2003","2003","Lower bound of prediction interval",-12
"Farm-level fruits",11,"2003","2003","Mid point of prediction interval",-9.6
"Farm-level fruits",11,"2003","2003","Upper bound of prediction interval",-6.8
"Farm-level fruits",12,"2003","2003","Lower bound of prediction interval",-10.1
"Farm-level fruits",12,"2003","2003","Mid point of prediction interval",-8.8
"Farm-level fruits",12,"2003","2003","Upper bound of prediction interval",-7.2
"Farm-level vegetables",7,"2002","2003","Lower bound of prediction interval",-24.3
"Farm-level vegetables",7,"2002","2003","Mid point of prediction interval",-6.4
"Farm-level vegetables",7,"2002","2003","Upper bound of prediction interval",15.7
"Farm-level vegetables",8,"2002","2003","Lower bound of prediction interval",-23.6
"Farm-level vegetables",8,"2002","2003","Mid point of prediction interval",-5.6
"Farm-level vegetables",8,"2002","2003","Upper bound of prediction interval",16.4
"Farm-level vegetables",9,"2002","2003","Lower bound of prediction interval",-23.4
"Farm-level vegetables",9,"2002","2003","Mid point of prediction interval",-6.3
"Farm-level vegetables",9,"2002","2003","Upper bound of prediction interval",15
"Farm-level vegetables",10,"2002","2003","Lower bound of prediction interval",-24.1
"Farm-level vegetables",10,"2002","2003","Mid point of prediction interval",-8
"Farm-level vegetables",10,"2002","2003","Upper bound of prediction interval",12.6
"Farm-level vegetables",11,"2002","2003","Lower bound of prediction interval",-23.6
"Farm-level vegetables",11,"2002","2003","Mid point of prediction interval",-7.3
"Farm-level vegetables",11,"2002","2003","Upper bound of prediction interval",12.5
"Farm-level vegetables",12,"2002","2003","Lower bound of prediction interval",-22.2
"Farm-level vegetables",12,"2002","2003","Mid point of prediction interval",-6.3
"Farm-level vegetables",12,"2002","2003","Upper bound of prediction interval",13.3
"Farm-level vegetables",1,"2003","2003","Lower bound of prediction interval",-22.9
"Farm-level vegetables",1,"2003","2003","Mid point of prediction interval",-6.7
"Farm-level vegetables",1,"2003","2003","Upper bound of prediction interval",13.6
"Farm-level vegetables",2,"2003","2003","Lower bound of prediction interval",-20
"Farm-level vegetables",2,"2003","2003","Mid point of prediction interval",-4.3
"Farm-level vegetables",2,"2003","2003","Upper bound of prediction interval",15.2
"Farm-level vegetables",3,"2003","2003","Lower bound of prediction interval",-20.7
"Farm-level vegetables",3,"2003","2003","Mid point of prediction interval",-6.8
"Farm-level vegetables",3,"2003","2003","Upper bound of prediction interval",10.8
"Farm-level vegetables",4,"2003","2003","Lower bound of prediction interval",-17.8
"Farm-level vegetables",4,"2003","2003","Mid point of prediction interval",-4.3
"Farm-level vegetables",4,"2003","2003","Upper bound of prediction interval",12.3
"Farm-level vegetables",5,"2003","2003","Lower bound of prediction interval",-14.3
"Farm-level vegetables",5,"2003","2003","Mid point of prediction interval",-2.2
"Farm-level vegetables",5,"2003","2003","Upper bound of prediction interval",13.3
"Farm-level vegetables",6,"2003","2003","Lower bound of prediction interval",-12.5
"Farm-level vegetables",6,"2003","2003","Mid point of prediction interval",-1.3
"Farm-level vegetables",6,"2003","2003","Upper bound of prediction interval",12.8
"Farm-level vegetables",7,"2003","2003","Lower bound of prediction interval",-12.9
"Farm-level vegetables",7,"2003","2003","Mid point of prediction interval",-3.2
"Farm-level vegetables",7,"2003","2003","Upper bound of prediction interval",9.1
"Farm-level vegetables",8,"2003","2003","Lower bound of prediction interval",-12.3
"Farm-level vegetables",8,"2003","2003","Mid point of prediction interval",-4
